Date,Slot,Festival,Visitors
2020-04-14,18-21,,9000
2020-04-14,21-24,,3000
2020-04-15,00-03,,3000
2020-04-15,03-06,,3000
2020-04-15,06-09,,12000
2020-04-15,09-12,,15000
2020-04-15,12-15,,9000
2020-04-15,15-18,,6000
2020-04-15,18-21,,9000
2020-04-15,21-24,,3000
2020-04-16,00-03,,3000
2020-04-16,03-06,,3000
2020-04-16,06-09,,12000
2020-04-16,09-12,,15000
2020-04-16,12-15,,9000
2020-04-16,15-18,,6000
2020-04-16,18-21,,9000
2020-04-16,21-24,,3000
2020-04-17,00-03,,3000
2020-04-17,03-06,,3000
2020-04-17,06-09,,12000
2020-04-17,09-12,,15000
2020-04-17,12-15,,9000
2020-04-17,15-18,,6000
2020-04-17,18-21,,9000
2020-04-17,21-24,,3000
2020-04-18,00-03,,3750
2020-04-18,03-06,,3750
2020-04-18,06-09,,15000
2020-04-18,09-12,,18750
2020-04-18,12-15,,11250
2020-04-18,15-18,,7500
2020-04-18,18-21,,11250
2020-04-18,21-24,,3750
2020-04-19,00-03,,3750
2020-04-19,03-06,,3750
2020-04-19,06-09,,15000
2020-04-19,09-12,,18750
2020-04-19,12-15,,11250
2020-04-19,15-18,,7500
2020-04-19,18-21,,11250
2020-04-19,21-24,,3750
2020-04-20,00-03,,3000
2020-04-20,03-06,,3000
2020-04-20,06-09,,12000
2020-04-20,09-12,,15000
2020-04-20,12-15,,9000
2020-04-20,15-18,,6000
2020-04-20,18-21,,9000
2020-04-20,21-24,,3000
2020-04-21,00-03,,3000
2020-04-21,03-06,,3000
2020-04-21,06-09,,12000
2020-04-21,09-12,,15000
2020-04-21,12-15,,9000
2020-04-21,15-18,,6000
2020-04-21,18-21,,9000
2020-04-21,21-24,,3000
2020-04-22,00-03,,3000
2020-04-22,03-06,,3000
2020-04-22,06-09,,12000
2020-04-22,09-12,,15000
2020-04-22,12-15,,9000
2020-04-22,15-18,,6000
2020-04-22,18-21,,9000
2020-04-22,21-24,,3000
2020-04-23,00-03,,3000
2020-04-23,03-06,,3000
2020-04-23,06-09,,12000
2020-04-23,09-12,,15000
2020-04-23,12-15,,9000
2020-04-23,15-18,,6000
2020-04-23,18-21,,9000
2020-04-23,21-24,,3000
2020-04-24,00-03,,3000
2020-04-24,03-06,,3000
2020-04-24,06-09,,12000
2020-04-24,09-12,,15000
2020-04-24,12-15,,9000
2020-04-24,15-18,,6000
2020-04-24,18-21,,9000
2020-04-24,21-24,,3000
2020-04-25,00-03,,3750
2020-04-25,03-06,,3750
2020-04-25,06-09,,15000
2020-04-25,09-12,,18750
2020-04-25,12-15,,11250
2020-04-25,15-18,,7500
2020-04-25,18-21,,11250
2020-04-25,21-24,,3750
2020-04-26,00-03,Akshay Trutia (Akha Trij),3750
2020-04-26,03-06,Akshay Trutia (Akha Trij),3750
2020-04-26,06-09,Akshay Trutia (Akha Trij),15000
2020-04-26,09-12,Akshay Trutia (Akha Trij),18750
2020-04-26,12-15,Akshay Trutia (Akha Trij),11250
2020-04-26,15-18,Akshay Trutia (Akha Trij),7500
2020-04-26,18-21,Akshay Trutia (Akha Trij),11250
2020-04-26,21-24,Akshay Trutia (Akha Trij),3750
2020-04-27,00-03,,3000
2020-04-27,03-06,,3000
2020-04-27,06-09,,12000
2020-04-27,09-12,,15000
2020-04-27,12-15,,9000
2020-04-27,15-18,,6000
2020-04-27,18-21,,9000
2020-04-27,21-24,,3000
2020-04-28,00-03,,3000
2020-04-28,03-06,,3000
2020-04-28,06-09,,12000
2020-04-28,09-12,,15000
2020-04-28,12-15,,9000
2020-04-28,15-18,,6000
2020-04-28,18-21,,9000
2020-04-28,21-24,,3000
2020-04-29,00-03,,3000
2020-04-29,03-06,,3000
2020-04-29,06-09,,12000
2020-04-29,09-12,,15000
2020-04-29,12-15,,9000
2020-04-29,15-18,,6000
2020-04-29,18-21,,9000
2020-04-29,21-24,,3000
2020-04-30,00-03,,3000
2020-04-30,03-06,,3000
2020-04-30,06-09,,12000
2020-04-30,09-12,,15000
2020-04-30,12-15,,9000
2020-04-30,15-18,,6000
2020-04-30,18-21,,9000
2020-04-30,21-24,,3000
2020-05-01,00-03,,3000
2020-05-01,03-06,,3000
2020-05-01,06-09,,12000
2020-05-01,09-12,,15000
2020-05-01,12-15,,9000
2020-05-01,15-18,,6000
2020-05-01,18-21,,9000
2020-05-01,21-24,,3000
2020-05-02,00-03,Sita Navami – Janaki Jayanti,3750
2020-05-02,03-06,Sita Navami – Janaki Jayanti,3750
2020-05-02,06-09,Sita Navami – Janaki Jayanti,15000
2020-05-02,09-12,Sita Navami – Janaki Jayanti,18750
2020-05-02,12-15,Sita Navami – Janaki Jayanti,11250
2020-05-02,15-18,Sita Navami – Janaki Jayanti,7500
2020-05-02,18-21,Sita Navami – Janaki Jayanti,11250
2020-05-02,21-24,Sita Navami – Janaki Jayanti,3750
2020-05-03,00-03,,3750
2020-05-03,03-06,,3750
2020-05-03,06-09,,15000
2020-05-03,09-12,,18750
2020-05-03,12-15,,11250
2020-05-03,15-18,,7500
2020-05-03,18-21,,11250
2020-05-03,21-24,,3750
2020-05-04,00-03,,3000
2020-05-04,03-06,,3000
2020-05-04,06-09,,12000
2020-05-04,09-12,,15000
2020-05-04,12-15,,9000
2020-05-04,15-18,,6000
2020-05-04,18-21,,9000
2020-05-04,21-24,,3000
2020-05-05,00-03,,3000
2020-05-05,03-06,,3000
2020-05-05,06-09,,12000
2020-05-05,09-12,,15000
2020-05-05,12-15,,9000
2020-05-05,15-18,,6000
2020-05-05,18-21,,9000
2020-05-05,21-24,,3000
2020-05-06,00-03,,3000
2020-05-06,03-06,,3000
2020-05-06,06-09,,12000
2020-05-06,09-12,,15000
2020-05-06,12-15,,9000
2020-05-06,15-18,,6000
2020-05-06,18-21,,9000
2020-05-06,21-24,,3000
2020-05-07,00-03,Buddha (Vaishakhi) Purnima,3000
2020-05-07,03-06,Buddha (Vaishakhi) Purnima,3000
2020-05-07,06-09,Buddha (Vaishakhi) Purnima,12000
2020-05-07,09-12,Buddha (Vaishakhi) Purnima,15000
2020-05-07,12-15,Buddha (Vaishakhi) Purnima,9000
2020-05-07,15-18,Buddha (Vaishakhi) Purnima,6000
2020-05-07,18-21,Buddha (Vaishakhi) Purnima,9000
2020-05-07,21-24,Buddha (Vaishakhi) Purnima,3000
2020-05-08,00-03,,3000
2020-05-08,03-06,,3000
2020-05-08,06-09,,12000
2020-05-08,09-12,,15000
2020-05-08,12-15,,9000
2020-05-08,15-18,,6000
2020-05-08,18-21,,9000
2020-05-08,21-24,,3000
2020-05-09,00-03,,3750
2020-05-09,03-06,,3750
2020-05-09,06-09,,15000
2020-05-09,09-12,,18750
2020-05-09,12-15,,11250
2020-05-09,15-18,,7500
2020-05-09,18-21,,11250
2020-05-09,21-24,,3750
2020-05-10,00-03,,3750
2020-05-10,03-06,,3750
2020-05-10,06-09,,15000
2020-05-10,09-12,,18750
2020-05-10,12-15,,11250
2020-05-10,15-18,,7500
2020-05-10,18-21,,11250
2020-05-10,21-24,,3750
2020-05-11,00-03,,3000
2020-05-11,03-06,,3000
2020-05-11,06-09,,12000
2020-05-11,09-12,,15000
2020-05-11,12-15,,9000
2020-05-11,15-18,,6000
2020-05-11,18-21,,9000
2020-05-11,21-24,,3000
2020-05-12,00-03,,3000
2020-05-12,03-06,,3000
2020-05-12,06-09,,12000
2020-05-12,09-12,,15000
2020-05-12,12-15,,9000
2020-05-12,15-18,,6000
2020-05-12,18-21,,9000
2020-05-12,21-24,,3000
2020-05-13,00-03,,3000
2020-05-13,03-06,,3000
2020-05-13,06-09,,12000
2020-05-13,09-12,,15000
2020-05-13,12-15,,9000
2020-05-13,15-18,,6000
2020-05-13,18-21,,9000
2020-05-13,21-24,,3000
2020-05-14,00-03,,3000
2020-05-14,03-06,,3000
2020-05-14,06-09,,12000
2020-05-14,09-12,,15000
2020-05-14,12-15,,9000
2020-05-14,15-18,,6000
2020-05-14,18-21,,9000
2020-05-14,21-24,,3000
2020-05-15,00-03,,3000
2020-05-15,03-06,,3000
2020-05-15,06-09,,12000
2020-05-15,09-12,,15000
2020-05-15,12-15,,9000
2020-05-15,15-18,,6000
2020-05-15,18-21,,9000
2020-05-15,21-24,,3000
2020-05-16,00-03,,3750
2020-05-16,03-06,,3750
2020-05-16,06-09,,15000
2020-05-16,09-12,,18750
2020-05-16,12-15,,11250
2020-05-16,15-18,,7500
2020-05-16,18-21,,11250
2020-05-16,21-24,,3750
2020-05-17,00-03,,3750
2020-05-17,03-06,,3750
2020-05-17,06-09,,15000
2020-05-17,09-12,,18750
2020-05-17,12-15,,11250
2020-05-17,15-18,,7500
2020-05-17,18-21,,11250
2020-05-17,21-24,,3750
2020-05-18,00-03,,3000
2020-05-18,03-06,,3000
2020-05-18,06-09,,12000
2020-05-18,09-12,,15000
2020-05-18,12-15,,9000
2020-05-18,15-18,,6000
2020-05-18,18-21,,9000
2020-05-18,21-24,,3000
2020-05-19,00-03,,3000
2020-05-19,03-06,,3000
2020-05-19,06-09,,12000
2020-05-19,09-12,,15000
2020-05-19,12-15,,9000
2020-05-19,15-18,,6000
2020-05-19,18-21,,9000
2020-05-19,21-24,,3000
2020-05-20,00-03,,3000
2020-05-20,03-06,,3000
2020-05-20,06-09,,12000
2020-05-20,09-12,,15000
2020-05-20,12-15,,9000
2020-05-20,15-18,,6000
2020-05-20,18-21,,9000
2020-05-20,21-24,,3000
2020-05-21,00-03,,3000
2020-05-21,03-06,,3000
2020-05-21,06-09,,12000
2020-05-21,09-12,,15000
2020-05-21,12-15,,9000
2020-05-21,15-18,,6000
2020-05-21,18-21,,9000
2020-05-21,21-24,,3000
2020-05-22,00-03,,3000
2020-05-22,03-06,,3000
2020-05-22,06-09,,12000
2020-05-22,09-12,,15000
2020-05-22,12-15,,9000
2020-05-22,15-18,,6000
2020-05-22,18-21,,9000
2020-05-22,21-24,,3000
2020-05-23,00-03,,3750
2020-05-23,03-06,,3750
2020-05-23,06-09,,15000
2020-05-23,09-12,,18750
2020-05-23,12-15,,11250
2020-05-23,15-18,,7500
2020-05-23,18-21,,11250
2020-05-23,21-24,,3750
2020-05-24,00-03,,3750
2020-05-24,03-06,,3750
2020-05-24,06-09,,15000
2020-05-24,09-12,,18750
2020-05-24,12-15,,11250
2020-05-24,15-18,,7500
2020-05-24,18-21,,11250
2020-05-24,21-24,,3750
2020-05-25,00-03,,3000
2020-05-25,03-06,,3000
2020-05-25,06-09,,12000
2020-05-25,09-12,,15000
2020-05-25,12-15,,9000
2020-05-25,15-18,,6000
2020-05-25,18-21,,9000
2020-05-25,21-24,,3000
2020-05-26,00-03,,3000
2020-05-26,03-06,,3000
2020-05-26,06-09,,12000
2020-05-26,09-12,,15000
2020-05-26,12-15,,9000
2020-05-26,15-18,,6000
2020-05-26,18-21,,9000
2020-05-26,21-24,,3000
2020-05-27,00-03,,3000
2020-05-27,03-06,,3000
2020-05-27,06-09,,12000
2020-05-27,09-12,,15000
2020-05-27,12-15,,9000
2020-05-27,15-18,,6000
2020-05-27,18-21,,9000
2020-05-27,21-24,,3000
2020-05-28,00-03,,3000
2020-05-28,03-06,,3000
2020-05-28,06-09,,12000
2020-05-28,09-12,,15000
2020-05-28,12-15,,9000
2020-05-28,15-18,,6000
2020-05-28,18-21,,9000
2020-05-28,21-24,,3000
2020-05-29,00-03,,3000
2020-05-29,03-06,,3000
2020-05-29,06-09,,12000
2020-05-29,09-12,,15000
2020-05-29,12-15,,9000
2020-05-29,15-18,,6000
2020-05-29,18-21,,9000
2020-05-29,21-24,,3000
2020-05-30,00-03,,3750
2020-05-30,03-06,,3750
2020-05-30,06-09,,15000
2020-05-30,09-12,,18750
2020-05-30,12-15,,11250
2020-05-30,15-18,,7500
2020-05-30,18-21,,11250
2020-05-30,21-24,,3750
2020-05-31,00-03,,3750
2020-05-31,03-06,,3750
2020-05-31,06-09,,15000
2020-05-31,09-12,,18750
2020-05-31,12-15,,11250
2020-05-31,15-18,,7500
2020-05-31,18-21,,11250
2020-05-31,21-24,,3750
2020-06-01,00-03,,3000
2020-06-01,03-06,,3000
2020-06-01,06-09,,12000
2020-06-01,09-12,,15000
2020-06-01,12-15,,9000
2020-06-01,15-18,,6000
2020-06-01,18-21,,9000
2020-06-01,21-24,,3000
2020-06-02,00-03,,3000
2020-06-02,03-06,,3000
2020-06-02,06-09,,12000
2020-06-02,09-12,,15000
2020-06-02,12-15,,9000
2020-06-02,15-18,,6000
2020-06-02,18-21,,9000
2020-06-02,21-24,,3000
2020-06-03,00-03,Vatasavitri Vrata Starts,3000
2020-06-03,03-06,Vatasavitri Vrata Starts,3000
2020-06-03,06-09,Vatasavitri Vrata Starts,12000
2020-06-03,09-12,Vatasavitri Vrata Starts,15000
2020-06-03,12-15,Vatasavitri Vrata Starts,9000
2020-06-03,15-18,Vatasavitri Vrata Starts,6000
2020-06-03,18-21,Vatasavitri Vrata Starts,9000
2020-06-03,21-24,Vatasavitri Vrata Starts,3000
2020-06-04,00-03,,3000
2020-06-04,03-06,,3000
2020-06-04,06-09,,12000
2020-06-04,09-12,,15000
2020-06-04,12-15,,9000
2020-06-04,15-18,,6000
2020-06-04,18-21,,9000
2020-06-04,21-24,,3000
2020-06-05,00-03,Devsnan Purnima / Vatasavitri Vrata Ends,3000
2020-06-05,03-06,Devsnan Purnima / Vatasavitri Vrata Ends,3000
2020-06-05,06-09,Devsnan Purnima / Vatasavitri Vrata Ends,12000
2020-06-05,09-12,Devsnan Purnima / Vatasavitri Vrata Ends,15000
2020-06-05,12-15,Devsnan Purnima / Vatasavitri Vrata Ends,9000
2020-06-05,15-18,Devsnan Purnima / Vatasavitri Vrata Ends,6000
2020-06-05,18-21,Devsnan Purnima / Vatasavitri Vrata Ends,9000
2020-06-05,21-24,Devsnan Purnima / Vatasavitri Vrata Ends,3000
2020-06-06,00-03,,3750
2020-06-06,03-06,,3750
2020-06-06,06-09,,15000
2020-06-06,09-12,,18750
2020-06-06,12-15,,11250
2020-06-06,15-18,,7500
2020-06-06,18-21,,11250
2020-06-06,21-24,,3750
2020-06-07,00-03,,3750
2020-06-07,03-06,,3750
2020-06-07,06-09,,15000
2020-06-07,09-12,,18750
2020-06-07,12-15,,11250
2020-06-07,15-18,,7500
2020-06-07,18-21,,11250
2020-06-07,21-24,,3750
2020-06-08,00-03,,3000
2020-06-08,03-06,,3000
2020-06-08,06-09,,12000
2020-06-08,09-12,,15000
2020-06-08,12-15,,9000
2020-06-08,15-18,,6000
2020-06-08,18-21,,9000
2020-06-08,21-24,,3000
2020-06-09,00-03,,3000
2020-06-09,03-06,,3000
2020-06-09,06-09,,12000
2020-06-09,09-12,,15000
2020-06-09,12-15,,9000
2020-06-09,15-18,,6000
2020-06-09,18-21,,9000
2020-06-09,21-24,,3000
2020-06-10,00-03,,3000
2020-06-10,03-06,,3000
2020-06-10,06-09,,12000
2020-06-10,09-12,,15000
2020-06-10,12-15,,9000
2020-06-10,15-18,,6000
2020-06-10,18-21,,9000
2020-06-10,21-24,,3000
2020-06-11,00-03,,3000
2020-06-11,03-06,,3000
2020-06-11,06-09,,12000
2020-06-11,09-12,,15000
2020-06-11,12-15,,9000
2020-06-11,15-18,,6000
2020-06-11,18-21,,9000
2020-06-11,21-24,,3000
2020-06-12,00-03,,3000
2020-06-12,03-06,,3000
2020-06-12,06-09,,12000
2020-06-12,09-12,,15000
2020-06-12,12-15,,9000
2020-06-12,15-18,,6000
2020-06-12,18-21,,9000
2020-06-12,21-24,,3000
2020-06-13,00-03,,3750
2020-06-13,03-06,,3750
2020-06-13,06-09,,15000
2020-06-13,09-12,,18750
2020-06-13,12-15,,11250
2020-06-13,15-18,,7500
2020-06-13,18-21,,11250
2020-06-13,21-24,,3750
2020-06-14,00-03,,3750
2020-06-14,03-06,,3750
2020-06-14,06-09,,15000
2020-06-14,09-12,,18750
2020-06-14,12-15,,11250
2020-06-14,15-18,,7500
2020-06-14,18-21,,11250
2020-06-14,21-24,,3750
2020-06-15,00-03,,3000
2020-06-15,03-06,,3000
2020-06-15,06-09,,12000
2020-06-15,09-12,,15000
2020-06-15,12-15,,9000
2020-06-15,15-18,,6000
2020-06-15,18-21,,9000
2020-06-15,21-24,,3000
2020-06-16,00-03,,3000
2020-06-16,03-06,,3000
2020-06-16,06-09,,12000
2020-06-16,09-12,,15000
2020-06-16,12-15,,9000
2020-06-16,15-18,,6000
2020-06-16,18-21,,9000
2020-06-16,21-24,,3000
2020-06-17,00-03,,3000
2020-06-17,03-06,,3000
2020-06-17,06-09,,12000
2020-06-17,09-12,,15000
2020-06-17,12-15,,9000
2020-06-17,15-18,,6000
2020-06-17,18-21,,9000
2020-06-17,21-24,,3000
2020-06-18,00-03,,3000
2020-06-18,03-06,,3000
2020-06-18,06-09,,12000
2020-06-18,09-12,,15000
2020-06-18,12-15,,9000
2020-06-18,15-18,,6000
2020-06-18,18-21,,9000
2020-06-18,21-24,,3000
2020-06-19,00-03,,3000
2020-06-19,03-06,,3000
2020-06-19,06-09,,12000
2020-06-19,09-12,,15000
2020-06-19,12-15,,9000
2020-06-19,15-18,,6000
2020-06-19,18-21,,9000
2020-06-19,21-24,,3000
2020-06-20,00-03,,3750
2020-06-20,03-06,,3750
2020-06-20,06-09,,15000
2020-06-20,09-12,,18750
2020-06-20,12-15,,11250
2020-06-20,15-18,,7500
2020-06-20,18-21,,11250
2020-06-20,21-24,,3750
2020-06-21,00-03,,3750
2020-06-21,03-06,,3750
2020-06-21,06-09,,15000
2020-06-21,09-12,,18750
2020-06-21,12-15,,11250
2020-06-21,15-18,,7500
2020-06-21,18-21,,11250
2020-06-21,21-24,,3750
2020-06-22,00-03,,3000
2020-06-22,03-06,,3000
2020-06-22,06-09,,12000
2020-06-22,09-12,,15000
2020-06-22,12-15,,9000
2020-06-22,15-18,,6000
2020-06-22,18-21,,9000
2020-06-22,21-24,,3000
2020-06-23,00-03,Ram Rathotsav - Rath Yatra,3000
2020-06-23,03-06,Ram Rathotsav - Rath Yatra,3000
2020-06-23,06-09,Ram Rathotsav - Rath Yatra,12000
2020-06-23,09-12,Ram Rathotsav - Rath Yatra,15000
2020-06-23,12-15,Ram Rathotsav - Rath Yatra,9000
2020-06-23,15-18,Ram Rathotsav - Rath Yatra,6000
2020-06-23,18-21,Ram Rathotsav - Rath Yatra,9000
2020-06-23,21-24,Ram Rathotsav - Rath Yatra,3000
2020-06-24,00-03,,3000
2020-06-24,03-06,,3000
2020-06-24,06-09,,12000
2020-06-24,09-12,,15000
2020-06-24,12-15,,9000
2020-06-24,15-18,,6000
2020-06-24,18-21,,9000
2020-06-24,21-24,,3000
2020-06-25,00-03,,3000
2020-06-25,03-06,,3000
2020-06-25,06-09,,12000
2020-06-25,09-12,,15000
2020-06-25,12-15,,9000
2020-06-25,15-18,,6000
2020-06-25,18-21,,9000
2020-06-25,21-24,,3000
2020-06-26,00-03,,3000
2020-06-26,03-06,,3000
2020-06-26,06-09,,12000
2020-06-26,09-12,,15000
2020-06-26,12-15,,9000
2020-06-26,15-18,,6000
2020-06-26,18-21,,9000
2020-06-26,21-24,,3000
2020-06-27,00-03,,3750
2020-06-27,03-06,,3750
2020-06-27,06-09,,15000
2020-06-27,09-12,,18750
2020-06-27,12-15,,11250
2020-06-27,15-18,,7500
2020-06-27,18-21,,11250
2020-06-27,21-24,,3750
2020-06-28,00-03,,3750
2020-06-28,03-06,,3750
2020-06-28,06-09,,15000
2020-06-28,09-12,,18750
2020-06-28,12-15,,11250
2020-06-28,15-18,,7500
2020-06-28,18-21,,11250
2020-06-28,21-24,,3750
2020-06-29,00-03,,3000
2020-06-29,03-06,,3000
2020-06-29,06-09,,12000
2020-06-29,09-12,,15000
2020-06-29,12-15,,9000
2020-06-29,15-18,,6000
2020-06-29,18-21,,9000
2020-06-29,21-24,,3000
2020-06-30,00-03,,3000
2020-06-30,03-06,,3000
2020-06-30,06-09,,12000
2020-06-30,09-12,,15000
2020-06-30,12-15,,9000
2020-06-30,15-18,,6000
2020-06-30,18-21,,9000
2020-06-30,21-24,,3000
2020-07-01,00-03,Devpodhi Ekadashi / Gauri Vrata Starts,3000
2020-07-01,03-06,Devpodhi Ekadashi / Gauri Vrata Starts,3000
2020-07-01,06-09,Devpodhi Ekadashi / Gauri Vrata Starts,12000
2020-07-01,09-12,Devpodhi Ekadashi / Gauri Vrata Starts,15000
2020-07-01,12-15,Devpodhi Ekadashi / Gauri Vrata Starts,9000
2020-07-01,15-18,Devpodhi Ekadashi / Gauri Vrata Starts,6000
2020-07-01,18-21,Devpodhi Ekadashi / Gauri Vrata Starts,9000
2020-07-01,21-24,Devpodhi Ekadashi / Gauri Vrata Starts,3000
2020-07-02,00-03,,3000
2020-07-02,03-06,,3000
2020-07-02,06-09,,12000
2020-07-02,09-12,,15000
2020-07-02,12-15,,9000
2020-07-02,15-18,,6000
2020-07-02,18-21,,9000
2020-07-02,21-24,,3000
2020-07-03,00-03,Jayaparvati Vrata Starts,3000
2020-07-03,03-06,Jayaparvati Vrata Starts,3000
2020-07-03,06-09,Jayaparvati Vrata Starts,12000
2020-07-03,09-12,Jayaparvati Vrata Starts,15000
2020-07-03,12-15,Jayaparvati Vrata Starts,9000
2020-07-03,15-18,Jayaparvati Vrata Starts,6000
2020-07-03,18-21,Jayaparvati Vrata Starts,9000
2020-07-03,21-24,Jayaparvati Vrata Starts,3000
2020-07-04,00-03,,3750
2020-07-04,03-06,,3750
2020-07-04,06-09,,15000
2020-07-04,09-12,,18750
2020-07-04,12-15,,11250
2020-07-04,15-18,,7500
2020-07-04,18-21,,11250
2020-07-04,21-24,,3750
2020-07-05,00-03,Guru Purnima / Vyas Purnima / Gauri Vrata Ends,3750
2020-07-05,03-06,Guru Purnima / Vyas Purnima / Gauri Vrata Ends,3750
2020-07-05,06-09,Guru Purnima / Vyas Purnima / Gauri Vrata Ends,15000
2020-07-05,09-12,Guru Purnima / Vyas Purnima / Gauri Vrata Ends,18750
2020-07-05,12-15,Guru Purnima / Vyas Purnima / Gauri Vrata Ends,11250
2020-07-05,15-18,Guru Purnima / Vyas Purnima / Gauri Vrata Ends,7500
2020-07-05,18-21,Guru Purnima / Vyas Purnima / Gauri Vrata Ends,11250
2020-07-05,21-24,Guru Purnima / Vyas Purnima / Gauri Vrata Ends,3750
2020-07-06,00-03,,3000
2020-07-06,03-06,,3000
2020-07-06,06-09,,12000
2020-07-06,09-12,,15000
2020-07-06,12-15,,9000
2020-07-06,15-18,,6000
2020-07-06,18-21,,9000
2020-07-06,21-24,,3000
2020-07-07,00-03,,3000
2020-07-07,03-06,,3000
2020-07-07,06-09,,12000
2020-07-07,09-12,,15000
2020-07-07,12-15,,9000
2020-07-07,15-18,,6000
2020-07-07,18-21,,9000
2020-07-07,21-24,,3000
2020-07-08,00-03,Jayaparvati Vrata Ends,3000
2020-07-08,03-06,Jayaparvati Vrata Ends,3000
2020-07-08,06-09,Jayaparvati Vrata Ends,12000
2020-07-08,09-12,Jayaparvati Vrata Ends,15000
2020-07-08,12-15,Jayaparvati Vrata Ends,9000
2020-07-08,15-18,Jayaparvati Vrata Ends,6000
2020-07-08,18-21,Jayaparvati Vrata Ends,9000
2020-07-08,21-24,Jayaparvati Vrata Ends,3000
2020-07-09,00-03,,3000
2020-07-09,03-06,,3000
2020-07-09,06-09,,12000
2020-07-09,09-12,,15000
2020-07-09,12-15,,9000
2020-07-09,15-18,,6000
2020-07-09,18-21,,9000
2020-07-09,21-24,,3000
2020-07-10,00-03,,3000
2020-07-10,03-06,,3000
2020-07-10,06-09,,12000
2020-07-10,09-12,,15000
2020-07-10,12-15,,9000
2020-07-10,15-18,,6000
2020-07-10,18-21,,9000
2020-07-10,21-24,,3000
2020-07-11,00-03,,3750
2020-07-11,03-06,,3750
2020-07-11,06-09,,15000
2020-07-11,09-12,,18750
2020-07-11,12-15,,11250
2020-07-11,15-18,,7500
2020-07-11,18-21,,11250
2020-07-11,21-24,,3750
2020-07-12,00-03,,3750
2020-07-12,03-06,,3750
2020-07-12,06-09,,15000
2020-07-12,09-12,,18750
2020-07-12,12-15,,11250
2020-07-12,15-18,,7500
2020-07-12,18-21,,11250
2020-07-12,21-24,,3750
2020-07-13,00-03,,3000
2020-07-13,03-06,,3000
2020-07-13,06-09,,12000
2020-07-13,09-12,,15000
2020-07-13,12-15,,9000
2020-07-13,15-18,,6000
2020-07-13,18-21,,9000
2020-07-13,21-24,,3000
2020-07-14,00-03,,3000
2020-07-14,03-06,,3000
2020-07-14,06-09,,12000
2020-07-14,09-12,,15000
2020-07-14,12-15,,9000
2020-07-14,15-18,,6000
2020-07-14,18-21,,9000
2020-07-14,21-24,,3000
2020-07-15,00-03,,3000
2020-07-15,03-06,,3000
2020-07-15,06-09,,12000
2020-07-15,09-12,,15000
2020-07-15,12-15,,9000
2020-07-15,15-18,,6000
2020-07-15,18-21,,9000
2020-07-15,21-24,,3000
2020-07-16,00-03,,3000
2020-07-16,03-06,,3000
2020-07-16,06-09,,12000
2020-07-16,09-12,,15000
2020-07-16,12-15,,9000
2020-07-16,15-18,,6000
2020-07-16,18-21,,9000
2020-07-16,21-24,,3000
2020-07-17,00-03,,3000
2020-07-17,03-06,,3000
2020-07-17,06-09,,12000
2020-07-17,09-12,,15000
2020-07-17,12-15,,9000
2020-07-17,15-18,,6000
2020-07-17,18-21,,9000
2020-07-17,21-24,,3000
2020-07-18,00-03,,3750
2020-07-18,03-06,,3750
2020-07-18,06-09,,15000
2020-07-18,09-12,,18750
2020-07-18,12-15,,11250
2020-07-18,15-18,,7500
2020-07-18,18-21,,11250
2020-07-18,21-24,,3750
2020-07-19,00-03,,3750
2020-07-19,03-06,,3750
2020-07-19,06-09,,15000
2020-07-19,09-12,,18750
2020-07-19,12-15,,11250
2020-07-19,15-18,,7500
2020-07-19,18-21,,11250
2020-07-19,21-24,,3750
2020-07-20,00-03,Divaso / Hariyali Amavasya / Evrta-Jeevrat,3000
2020-07-20,03-06,Divaso / Hariyali Amavasya / Evrta-Jeevrat,3000
2020-07-20,06-09,Divaso / Hariyali Amavasya / Evrta-Jeevrat,12000
2020-07-20,09-12,Divaso / Hariyali Amavasya / Evrta-Jeevrat,15000
2020-07-20,12-15,Divaso / Hariyali Amavasya / Evrta-Jeevrat,9000
2020-07-20,15-18,Divaso / Hariyali Amavasya / Evrta-Jeevrat,6000
2020-07-20,18-21,Divaso / Hariyali Amavasya / Evrta-Jeevrat,9000
2020-07-20,21-24,Divaso / Hariyali Amavasya / Evrta-Jeevrat,3000
2020-07-21,00-03,,3000
2020-07-21,03-06,,3000
2020-07-21,06-09,,12000
2020-07-21,09-12,,15000
2020-07-21,12-15,,9000
2020-07-21,15-18,,6000
2020-07-21,18-21,,9000
2020-07-21,21-24,,3000
2020-07-22,00-03,,3000
2020-07-22,03-06,,3000
2020-07-22,06-09,,12000
2020-07-22,09-12,,15000
2020-07-22,12-15,,9000
2020-07-22,15-18,,6000
2020-07-22,18-21,,9000
2020-07-22,21-24,,3000
2020-07-23,00-03,,3000
2020-07-23,03-06,,3000
2020-07-23,06-09,,12000
2020-07-23,09-12,,15000
2020-07-23,12-15,,9000
2020-07-23,15-18,,6000
2020-07-23,18-21,,9000
2020-07-23,21-24,,3000
2020-07-24,00-03,,3000
2020-07-24,03-06,,3000
2020-07-24,06-09,,12000
2020-07-24,09-12,,15000
2020-07-24,12-15,,9000
2020-07-24,15-18,,6000
2020-07-24,18-21,,9000
2020-07-24,21-24,,3000
2020-07-25,00-03,Nag Panchami,3750
2020-07-25,03-06,Nag Panchami,3750
2020-07-25,06-09,Nag Panchami,15000
2020-07-25,09-12,Nag Panchami,18750
2020-07-25,12-15,Nag Panchami,11250
2020-07-25,15-18,Nag Panchami,7500
2020-07-25,18-21,Nag Panchami,11250
