Date,Slot,Estimated_Wait_Time_Min,Estimated_Queue_Length,Zone,Zone_Density,Risk_Level,Arrival_Rate_Per_Hour,Temple_Capacity_Utilization_%
2020-02-13,09-12,15,5250,Garbh Griha Zone,Critical,CRITICAL,5000,30.0
2020-02-13,12-15,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-02-13,15-18,9,2100,Parking Area,Critical,CRITICAL,2000,12.0
2020-02-13,18-21,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2020-02-13,21-24,7,1050,Security Check,High,HIGH,1000,6.0
2020-02-14,00-03,7,1050,Holding Area,High,HIGH,1000,6.0
2020-02-14,03-06,7,1050,Darshan Queue,High,HIGH,1000,6.0
2020-02-14,06-09,13,4200,Garbh Griha Zone,Critical,CRITICAL,4000,24.0
2020-02-14,09-12,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-02-14,12-15,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-02-14,15-18,9,2100,Entry Gate,Critical,CRITICAL,2000,12.0
2020-02-14,18-21,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2020-02-14,21-24,7,1050,Holding Area,High,HIGH,1000,6.0
2020-02-15,00-03,8,1312,Darshan Queue,High,HIGH,1250,7.5
2020-02-15,03-06,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-02-15,06-09,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-02-15,09-12,18,6562,Parking Area,Critical,CRITICAL,6250,37.5
2020-02-15,12-15,12,3937,Entry Gate,Critical,CRITICAL,3750,22.5
2020-02-15,15-18,10,2625,Security Check,Critical,CRITICAL,2500,15.0
2020-02-15,18-21,12,3937,Holding Area,Critical,CRITICAL,3750,22.5
2020-02-15,21-24,8,1312,Darshan Queue,High,HIGH,1250,7.5
2020-02-16,00-03,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-02-16,03-06,8,1312,Exit Corridor,High,HIGH,1250,7.5
2020-02-16,06-09,15,5250,Parking Area,Critical,CRITICAL,5000,30.0
2020-02-16,09-12,18,6562,Entry Gate,Critical,CRITICAL,6250,37.5
2020-02-16,12-15,12,3937,Security Check,Critical,CRITICAL,3750,22.5
2020-02-16,15-18,10,2625,Holding Area,Critical,CRITICAL,2500,15.0
2020-02-16,18-21,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2020-02-16,21-24,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-02-17,00-03,7,1050,Exit Corridor,High,HIGH,1000,6.0
2020-02-17,03-06,7,1050,Parking Area,High,HIGH,1000,6.0
2020-02-17,06-09,13,4200,Entry Gate,Critical,CRITICAL,4000,24.0
2020-02-17,09-12,15,5250,Security Check,Critical,CRITICAL,5000,30.0
2020-02-17,12-15,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2020-02-17,15-18,9,2100,Darshan Queue,Critical,CRITICAL,2000,12.0
2020-02-17,18-21,11,3150,Garbh Griha Zone,Critical,CRITICAL,3000,18.0
2020-02-17,21-24,7,1050,Exit Corridor,High,HIGH,1000,6.0
2020-02-18,00-03,7,1050,Parking Area,High,HIGH,1000,6.0
2020-02-18,03-06,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-02-18,06-09,13,4200,Security Check,Critical,CRITICAL,4000,24.0
2020-02-18,09-12,15,5250,Holding Area,Critical,CRITICAL,5000,30.0
2020-02-18,12-15,11,3150,Darshan Queue,Critical,CRITICAL,3000,18.0
2020-02-18,15-18,9,2100,Garbh Griha Zone,Critical,CRITICAL,2000,12.0
2020-02-18,18-21,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-02-18,21-24,7,1050,Parking Area,High,HIGH,1000,6.0
2020-02-19,00-03,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-02-19,03-06,7,1050,Security Check,High,HIGH,1000,6.0
2020-02-19,06-09,13,4200,Holding Area,Critical,CRITICAL,4000,24.0
2020-02-19,09-12,15,5250,Darshan Queue,Critical,CRITICAL,5000,30.0
2020-02-19,12-15,11,3150,Garbh Griha Zone,Critical,CRITICAL,3000,18.0
2020-02-19,15-18,9,2100,Exit Corridor,Critical,CRITICAL,2000,12.0
2020-02-19,18-21,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-02-19,21-24,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-02-20,00-03,7,1050,Security Check,High,HIGH,1000,6.0
2020-02-20,03-06,7,1050,Holding Area,High,HIGH,1000,6.0
2020-02-20,06-09,13,4200,Darshan Queue,Critical,CRITICAL,4000,24.0
2020-02-20,09-12,15,5250,Garbh Griha Zone,Critical,CRITICAL,5000,30.0
2020-02-20,12-15,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-02-20,15-18,9,2100,Parking Area,Critical,CRITICAL,2000,12.0
2020-02-20,18-21,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2020-02-20,21-24,7,1050,Security Check,High,HIGH,1000,6.0
2020-02-21,00-03,7,1050,Holding Area,High,HIGH,1000,6.0
2020-02-21,03-06,7,1050,Darshan Queue,High,HIGH,1000,6.0
2020-02-21,06-09,13,4200,Garbh Griha Zone,Critical,CRITICAL,4000,24.0
2020-02-21,09-12,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-02-21,12-15,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-02-21,15-18,9,2100,Entry Gate,Critical,CRITICAL,2000,12.0
2020-02-21,18-21,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2020-02-21,21-24,7,1050,Holding Area,High,HIGH,1000,6.0
2020-02-22,00-03,8,1312,Darshan Queue,High,HIGH,1250,7.5
2020-02-22,03-06,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-02-22,06-09,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-02-22,09-12,18,6562,Parking Area,Critical,CRITICAL,6250,37.5
2020-02-22,12-15,12,3937,Entry Gate,Critical,CRITICAL,3750,22.5
2020-02-22,15-18,10,2625,Security Check,Critical,CRITICAL,2500,15.0
2020-02-22,18-21,12,3937,Holding Area,Critical,CRITICAL,3750,22.5
2020-02-22,21-24,8,1312,Darshan Queue,High,HIGH,1250,7.5
2020-02-23,00-03,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-02-23,03-06,8,1312,Exit Corridor,High,HIGH,1250,7.5
2020-02-23,06-09,15,5250,Parking Area,Critical,CRITICAL,5000,30.0
2020-02-23,09-12,18,6562,Entry Gate,Critical,CRITICAL,6250,37.5
2020-02-23,12-15,12,3937,Security Check,Critical,CRITICAL,3750,22.5
2020-02-23,15-18,10,2625,Holding Area,Critical,CRITICAL,2500,15.0
2020-02-23,18-21,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2020-02-23,21-24,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-02-24,00-03,7,1050,Exit Corridor,High,HIGH,1000,6.0
2020-02-24,03-06,7,1050,Parking Area,High,HIGH,1000,6.0
2020-02-24,06-09,13,4200,Entry Gate,Critical,CRITICAL,4000,24.0
2020-02-24,09-12,15,5250,Security Check,Critical,CRITICAL,5000,30.0
2020-02-24,12-15,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2020-02-24,15-18,9,2100,Darshan Queue,Critical,CRITICAL,2000,12.0
2020-02-24,18-21,11,3150,Garbh Griha Zone,Critical,CRITICAL,3000,18.0
2020-02-24,21-24,7,1050,Exit Corridor,High,HIGH,1000,6.0
2020-02-25,00-03,7,1050,Parking Area,High,HIGH,1000,6.0
2020-02-25,03-06,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-02-25,06-09,13,4200,Security Check,Critical,CRITICAL,4000,24.0
2020-02-25,09-12,15,5250,Holding Area,Critical,CRITICAL,5000,30.0
2020-02-25,12-15,11,3150,Darshan Queue,Critical,CRITICAL,3000,18.0
2020-02-25,15-18,9,2100,Garbh Griha Zone,Critical,CRITICAL,2000,12.0
2020-02-25,18-21,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-02-25,21-24,7,1050,Parking Area,High,HIGH,1000,6.0
2020-02-26,00-03,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-02-26,03-06,7,1050,Security Check,High,HIGH,1000,6.0
2020-02-26,06-09,13,4200,Holding Area,Critical,CRITICAL,4000,24.0
2020-02-26,09-12,15,5250,Darshan Queue,Critical,CRITICAL,5000,30.0
2020-02-26,12-15,11,3150,Garbh Griha Zone,Critical,CRITICAL,3000,18.0
2020-02-26,15-18,9,2100,Exit Corridor,Critical,CRITICAL,2000,12.0
2020-02-26,18-21,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-02-26,21-24,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-02-27,00-03,7,1050,Security Check,High,HIGH,1000,6.0
2020-02-27,03-06,7,1050,Holding Area,High,HIGH,1000,6.0
2020-02-27,06-09,13,4200,Darshan Queue,Critical,CRITICAL,4000,24.0
2020-02-27,09-12,15,5250,Garbh Griha Zone,Critical,CRITICAL,5000,30.0
2020-02-27,12-15,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-02-27,15-18,9,2100,Parking Area,Critical,CRITICAL,2000,12.0
2020-02-27,18-21,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2020-02-27,21-24,7,1050,Security Check,High,HIGH,1000,6.0
2020-02-28,00-03,7,1050,Holding Area,High,HIGH,1000,6.0
2020-02-28,03-06,7,1050,Darshan Queue,High,HIGH,1000,6.0
2020-02-28,06-09,13,4200,Garbh Griha Zone,Critical,CRITICAL,4000,24.0
2020-02-28,09-12,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-02-28,12-15,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-02-28,15-18,9,2100,Entry Gate,Critical,CRITICAL,2000,12.0
2020-02-28,18-21,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2020-02-28,21-24,7,1050,Holding Area,High,HIGH,1000,6.0
2020-02-29,00-03,8,1312,Darshan Queue,High,HIGH,1250,7.5
2020-02-29,03-06,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-02-29,06-09,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-02-29,09-12,18,6562,Parking Area,Critical,CRITICAL,6250,37.5
2020-02-29,12-15,12,3937,Entry Gate,Critical,CRITICAL,3750,22.5
2020-02-29,15-18,10,2625,Security Check,Critical,CRITICAL,2500,15.0
2020-02-29,18-21,12,3937,Holding Area,Critical,CRITICAL,3750,22.5
2020-02-29,21-24,8,1312,Darshan Queue,High,HIGH,1250,7.5
2020-03-01,00-03,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-03-01,03-06,8,1312,Exit Corridor,High,HIGH,1250,7.5
2020-03-01,06-09,15,5250,Parking Area,Critical,CRITICAL,5000,30.0
2020-03-01,09-12,18,6562,Entry Gate,Critical,CRITICAL,6250,37.5
2020-03-01,12-15,12,3937,Security Check,Critical,CRITICAL,3750,22.5
2020-03-01,15-18,10,2625,Holding Area,Critical,CRITICAL,2500,15.0
2020-03-01,18-21,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2020-03-01,21-24,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-03-02,00-03,7,1050,Exit Corridor,High,HIGH,1000,6.0
2020-03-02,03-06,7,1050,Parking Area,High,HIGH,1000,6.0
2020-03-02,06-09,13,4200,Entry Gate,Critical,CRITICAL,4000,24.0
2020-03-02,09-12,15,5250,Security Check,Critical,CRITICAL,5000,30.0
2020-03-02,12-15,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2020-03-02,15-18,9,2100,Darshan Queue,Critical,CRITICAL,2000,12.0
2020-03-02,18-21,11,3150,Garbh Griha Zone,Critical,CRITICAL,3000,18.0
2020-03-02,21-24,7,1050,Exit Corridor,High,HIGH,1000,6.0
2020-03-03,00-03,7,1050,Parking Area,High,HIGH,1000,6.0
2020-03-03,03-06,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-03-03,06-09,13,4200,Security Check,Critical,CRITICAL,4000,24.0
2020-03-03,09-12,15,5250,Holding Area,Critical,CRITICAL,5000,30.0
2020-03-03,12-15,11,3150,Darshan Queue,Critical,CRITICAL,3000,18.0
2020-03-03,15-18,9,2100,Garbh Griha Zone,Critical,CRITICAL,2000,12.0
2020-03-03,18-21,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-03-03,21-24,7,1050,Parking Area,High,HIGH,1000,6.0
2020-03-04,00-03,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-03-04,03-06,7,1050,Security Check,High,HIGH,1000,6.0
2020-03-04,06-09,13,4200,Holding Area,Critical,CRITICAL,4000,24.0
2020-03-04,09-12,15,5250,Darshan Queue,Critical,CRITICAL,5000,30.0
2020-03-04,12-15,11,3150,Garbh Griha Zone,Critical,CRITICAL,3000,18.0
2020-03-04,15-18,9,2100,Exit Corridor,Critical,CRITICAL,2000,12.0
2020-03-04,18-21,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-03-04,21-24,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-03-05,00-03,7,1050,Security Check,High,HIGH,1000,6.0
2020-03-05,03-06,7,1050,Holding Area,High,HIGH,1000,6.0
2020-03-05,06-09,13,4200,Darshan Queue,Critical,CRITICAL,4000,24.0
2020-03-05,09-12,15,5250,Garbh Griha Zone,Critical,CRITICAL,5000,30.0
2020-03-05,12-15,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-03-05,15-18,9,2100,Parking Area,Critical,CRITICAL,2000,12.0
2020-03-05,18-21,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2020-03-05,21-24,7,1050,Security Check,High,HIGH,1000,6.0
2020-03-06,00-03,7,1050,Holding Area,High,HIGH,1000,6.0
2020-03-06,03-06,7,1050,Darshan Queue,High,HIGH,1000,6.0
2020-03-06,06-09,13,4200,Garbh Griha Zone,Critical,CRITICAL,4000,24.0
2020-03-06,09-12,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-03-06,12-15,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-03-06,15-18,9,2100,Entry Gate,Critical,CRITICAL,2000,12.0
2020-03-06,18-21,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2020-03-06,21-24,7,1050,Holding Area,High,HIGH,1000,6.0
2020-03-07,00-03,8,1312,Darshan Queue,High,HIGH,1250,7.5
2020-03-07,03-06,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-03-07,06-09,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-03-07,09-12,18,6562,Parking Area,Critical,CRITICAL,6250,37.5
2020-03-07,12-15,12,3937,Entry Gate,Critical,CRITICAL,3750,22.5
2020-03-07,15-18,10,2625,Security Check,Critical,CRITICAL,2500,15.0
2020-03-07,18-21,12,3937,Holding Area,Critical,CRITICAL,3750,22.5
2020-03-07,21-24,8,1312,Darshan Queue,High,HIGH,1250,7.5
2020-03-08,00-03,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-03-08,03-06,8,1312,Exit Corridor,High,HIGH,1250,7.5
2020-03-08,06-09,15,5250,Parking Area,Critical,CRITICAL,5000,30.0
2020-03-08,09-12,18,6562,Entry Gate,Critical,CRITICAL,6250,37.5
2020-03-08,12-15,12,3937,Security Check,Critical,CRITICAL,3750,22.5
2020-03-08,15-18,10,2625,Holding Area,Critical,CRITICAL,2500,15.0
2020-03-08,18-21,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2020-03-08,21-24,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-03-09,00-03,7,1050,Exit Corridor,High,HIGH,1000,6.0
2020-03-09,03-06,7,1050,Parking Area,High,HIGH,1000,6.0
2020-03-09,06-09,13,4200,Entry Gate,Critical,CRITICAL,4000,24.0
2020-03-09,09-12,15,5250,Security Check,Critical,CRITICAL,5000,30.0
2020-03-09,12-15,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2020-03-09,15-18,9,2100,Darshan Queue,Critical,CRITICAL,2000,12.0
2020-03-09,18-21,11,3150,Garbh Griha Zone,Critical,CRITICAL,3000,18.0
2020-03-09,21-24,7,1050,Exit Corridor,High,HIGH,1000,6.0
2020-03-10,00-03,7,1050,Parking Area,High,HIGH,1000,6.0
2020-03-10,03-06,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-03-10,06-09,13,4200,Security Check,Critical,CRITICAL,4000,24.0
2020-03-10,09-12,15,5250,Holding Area,Critical,CRITICAL,5000,30.0
2020-03-10,12-15,11,3150,Darshan Queue,Critical,CRITICAL,3000,18.0
2020-03-10,15-18,9,2100,Garbh Griha Zone,Critical,CRITICAL,2000,12.0
2020-03-10,18-21,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-03-10,21-24,7,1050,Parking Area,High,HIGH,1000,6.0
2020-03-11,00-03,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-03-11,03-06,7,1050,Security Check,High,HIGH,1000,6.0
2020-03-11,06-09,13,4200,Holding Area,Critical,CRITICAL,4000,24.0
2020-03-11,09-12,15,5250,Darshan Queue,Critical,CRITICAL,5000,30.0
2020-03-11,12-15,11,3150,Garbh Griha Zone,Critical,CRITICAL,3000,18.0
2020-03-11,15-18,9,2100,Exit Corridor,Critical,CRITICAL,2000,12.0
2020-03-11,18-21,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-03-11,21-24,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-03-12,00-03,7,1050,Security Check,High,HIGH,1000,6.0
2020-03-12,03-06,7,1050,Holding Area,High,HIGH,1000,6.0
2020-03-12,06-09,13,4200,Darshan Queue,Critical,CRITICAL,4000,24.0
2020-03-12,09-12,15,5250,Garbh Griha Zone,Critical,CRITICAL,5000,30.0
2020-03-12,12-15,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-03-12,15-18,9,2100,Parking Area,Critical,CRITICAL,2000,12.0
2020-03-12,18-21,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2020-03-12,21-24,7,1050,Security Check,High,HIGH,1000,6.0
2020-03-13,00-03,7,1050,Holding Area,High,HIGH,1000,6.0
2020-03-13,03-06,7,1050,Darshan Queue,High,HIGH,1000,6.0
2020-03-13,06-09,13,4200,Garbh Griha Zone,Critical,CRITICAL,4000,24.0
2020-03-13,09-12,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-03-13,12-15,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-03-13,15-18,9,2100,Entry Gate,Critical,CRITICAL,2000,12.0
2020-03-13,18-21,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2020-03-13,21-24,7,1050,Holding Area,High,HIGH,1000,6.0
2020-03-14,00-03,8,1312,Darshan Queue,High,HIGH,1250,7.5
2020-03-14,03-06,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-03-14,06-09,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-03-14,09-12,18,6562,Parking Area,Critical,CRITICAL,6250,37.5
2020-03-14,12-15,12,3937,Entry Gate,Critical,CRITICAL,3750,22.5
2020-03-14,15-18,10,2625,Security Check,Critical,CRITICAL,2500,15.0
2020-03-14,18-21,12,3937,Holding Area,Critical,CRITICAL,3750,22.5
2020-03-14,21-24,8,1312,Darshan Queue,High,HIGH,1250,7.5
2020-03-15,00-03,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-03-15,03-06,8,1312,Exit Corridor,High,HIGH,1250,7.5
2020-03-15,06-09,15,5250,Parking Area,Critical,CRITICAL,5000,30.0
2020-03-15,09-12,18,6562,Entry Gate,Critical,CRITICAL,6250,37.5
2020-03-15,12-15,12,3937,Security Check,Critical,CRITICAL,3750,22.5
2020-03-15,15-18,10,2625,Holding Area,Critical,CRITICAL,2500,15.0
2020-03-15,18-21,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2020-03-15,21-24,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-03-16,00-03,7,1050,Exit Corridor,High,HIGH,1000,6.0
2020-03-16,03-06,7,1050,Parking Area,High,HIGH,1000,6.0
2020-03-16,06-09,13,4200,Entry Gate,Critical,CRITICAL,4000,24.0
2020-03-16,09-12,15,5250,Security Check,Critical,CRITICAL,5000,30.0
2020-03-16,12-15,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2020-03-16,15-18,9,2100,Darshan Queue,Critical,CRITICAL,2000,12.0
2020-03-16,18-21,11,3150,Garbh Griha Zone,Critical,CRITICAL,3000,18.0
2020-03-16,21-24,7,1050,Exit Corridor,High,HIGH,1000,6.0
2020-03-17,00-03,7,1050,Parking Area,High,HIGH,1000,6.0
2020-03-17,03-06,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-03-17,06-09,13,4200,Security Check,Critical,CRITICAL,4000,24.0
2020-03-17,09-12,15,5250,Holding Area,Critical,CRITICAL,5000,30.0
2020-03-17,12-15,11,3150,Darshan Queue,Critical,CRITICAL,3000,18.0
2020-03-17,15-18,9,2100,Garbh Griha Zone,Critical,CRITICAL,2000,12.0
2020-03-17,18-21,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-03-17,21-24,7,1050,Parking Area,High,HIGH,1000,6.0
2020-03-18,00-03,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-03-18,03-06,7,1050,Security Check,High,HIGH,1000,6.0
2020-03-18,06-09,13,4200,Holding Area,Critical,CRITICAL,4000,24.0
2020-03-18,09-12,15,5250,Darshan Queue,Critical,CRITICAL,5000,30.0
2020-03-18,12-15,11,3150,Garbh Griha Zone,Critical,CRITICAL,3000,18.0
2020-03-18,15-18,9,2100,Exit Corridor,Critical,CRITICAL,2000,12.0
2020-03-18,18-21,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-03-18,21-24,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-03-19,00-03,7,1050,Security Check,High,HIGH,1000,6.0
2020-03-19,03-06,7,1050,Holding Area,High,HIGH,1000,6.0
2020-03-19,06-09,13,4200,Darshan Queue,Critical,CRITICAL,4000,24.0
2020-03-19,09-12,15,5250,Garbh Griha Zone,Critical,CRITICAL,5000,30.0
2020-03-19,12-15,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-03-19,15-18,9,2100,Parking Area,Critical,CRITICAL,2000,12.0
2020-03-19,18-21,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2020-03-19,21-24,7,1050,Security Check,High,HIGH,1000,6.0
2020-03-20,00-03,7,1050,Holding Area,High,HIGH,1000,6.0
2020-03-20,03-06,7,1050,Darshan Queue,High,HIGH,1000,6.0
2020-03-20,06-09,13,4200,Garbh Griha Zone,Critical,CRITICAL,4000,24.0
2020-03-20,09-12,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-03-20,12-15,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-03-20,15-18,9,2100,Entry Gate,Critical,CRITICAL,2000,12.0
2020-03-20,18-21,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2020-03-20,21-24,7,1050,Holding Area,High,HIGH,1000,6.0
2020-03-21,00-03,8,1312,Darshan Queue,High,HIGH,1250,7.5
2020-03-21,03-06,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-03-21,06-09,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-03-21,09-12,18,6562,Parking Area,Critical,CRITICAL,6250,37.5
2020-03-21,12-15,12,3937,Entry Gate,Critical,CRITICAL,3750,22.5
2020-03-21,15-18,10,2625,Security Check,Critical,CRITICAL,2500,15.0
2020-03-21,18-21,12,3937,Holding Area,Critical,CRITICAL,3750,22.5
2020-03-21,21-24,8,1312,Darshan Queue,High,HIGH,1250,7.5
2020-03-22,00-03,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-03-22,03-06,8,1312,Exit Corridor,High,HIGH,1250,7.5
2020-03-22,06-09,15,5250,Parking Area,Critical,CRITICAL,5000,30.0
2020-03-22,09-12,18,6562,Entry Gate,Critical,CRITICAL,6250,37.5
2020-03-22,12-15,12,3937,Security Check,Critical,CRITICAL,3750,22.5
2020-03-22,15-18,10,2625,Holding Area,Critical,CRITICAL,2500,15.0
2020-03-22,18-21,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2020-03-22,21-24,8,1312,Garbh Griha Zone,High,HIGH,1250,7.5
2020-03-23,00-03,7,1050,Exit Corridor,High,HIGH,1000,6.0
2020-03-23,03-06,7,1050,Parking Area,High,HIGH,1000,6.0
2020-03-23,06-09,13,4200,Entry Gate,Critical,CRITICAL,4000,24.0
2020-03-23,09-12,15,5250,Security Check,Critical,CRITICAL,5000,30.0
2020-03-23,12-15,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2020-03-23,15-18,9,2100,Darshan Queue,Critical,CRITICAL,2000,12.0
2020-03-23,18-21,11,3150,Garbh Griha Zone,Critical,CRITICAL,3000,18.0
2020-03-23,21-24,7,1050,Exit Corridor,High,HIGH,1000,6.0
2020-03-24,00-03,7,1050,Parking Area,High,HIGH,1000,6.0
2020-03-24,03-06,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-03-24,06-09,13,4200,Security Check,Critical,CRITICAL,4000,24.0
2020-03-24,09-12,15,5250,Holding Area,Critical,CRITICAL,5000,30.0
2020-03-24,12-15,11,3150,Darshan Queue,Critical,CRITICAL,3000,18.0
2020-03-24,15-18,9,2100,Garbh Griha Zone,Critical,CRITICAL,2000,12.0
2020-03-24,18-21,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-03-24,21-24,7,1050,Parking Area,High,HIGH,1000,6.0
2020-03-25,00-03,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-03-25,03-06,7,1050,Security Check,High,HIGH,1000,6.0
2020-03-25,06-09,13,4200,Holding Area,Critical,CRITICAL,4000,24.0
2020-03-25,09-12,15,5250,Darshan Queue,Critical,CRITICAL,5000,30.0
2020-03-25,12-15,11,3150,Garbh Griha Zone,Critical,CRITICAL,3000,18.0
2020-03-25,15-18,9,2100,Exit Corridor,Critical,CRITICAL,2000,12.0
2020-03-25,18-21,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-03-25,21-24,7,1050,Entry Gate,High,HIGH,1000,6.0
2020-03-26,00-03,7,1050,Security Check,High,HIGH,1000,6.0
2020-03-26,03-06,7,1050,Holding Area,High,HIGH,1000,6.0
2020-03-26,06-09,13,4200,Darshan Queue,Critical,CRITICAL,4000,24.0
2020-03-26,09-12,15,5250,Garbh Griha Zone,Critical,CRITICAL,5000,30.0
2020-03-26,12-15,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2020-03-26,15-18,9,2100,Parking Area,Critical,CRITICAL,2000,12.0
2020-03-26,18-21,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2020-03-26,21-24,7,1050,Security Check,High,HIGH,1000,6.0
2020-03-27,00-03,7,1050,Holding Area,High,HIGH,1000,6.0
2020-03-27,03-06,7,1050,Darshan Queue,High,HIGH,1000,6.0
2020-03-27,06-09,13,4200,Garbh Griha Zone,Critical,CRITICAL,4000,24.0
2020-03-27,09-12,15,5250,Exit Corridor,Critical,CRITICAL,5000,30.0
2020-03-27,12-15,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2020-03-27,15-18,9,2100,Entry Gate,Critical,CRITICAL,2000,12.0
2020-03-27,18-21,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2020-03-27,21-24,7,1050,Holding Area,High,HIGH,1000,6.0
